Id,Label,node,node_group,node_area,node_gender,node_level,node_group_color,node_area_color,node_gender_color,node_level_color,node_size,node_size_norm,node_position
2565,Matrícula - 2565,2565,circle41,Vendas,Feminino,Executivo,#4B42D0,#F3405D,#13B40D,#CCDD50,4,11,[ 0.15122001 -0.11549506]
2566,Matrícula - 2566,2566,circle41,Vendas,Masculino,Liderança,#4B42D0,#F3405D,#D38644,#76042C,26,21,[-0.0507056   0.35631523]
2568,Matrícula - 2568,2568,circle36,Vendas,Feminino,Especialista,#07DD78,#F3405D,#13B40D,#E5F393,11,14,[0.08767264 0.33374566]
2569,Matrícula - 2569,2569,circle41,Vendas,Feminino,Analista,#4B42D0,#F3405D,#13B40D,#9C4048,1,10,[-0.22678138  0.50340039]
2570,Matrícula - 2570,2570,circle41,Vendas,Feminino,Analista,#4B42D0,#F3405D,#13B40D,#9C4048,21,19,[0.03938831 0.23345612]
2572,Matrícula - 2572,2572,circle20,Vendas,Feminino,Especialista,#75BB2A,#F3405D,#13B40D,#E5F393,19,18,[0.06095112 0.22162925]
2573,Matrícula - 2573,2573,circle20,Vendas,Masculino,Executivo,#75BB2A,#F3405D,#D38644,#CCDD50,152,80,[ 0.02455143 -0.00384766]
2574,Matrícula - 2574,2574,circle20,Vendas,Masculino,Especialista,#75BB2A,#F3405D,#D38644,#E5F393,103,57,[ 0.05545122 -0.02222237]
2575,Matrícula - 2575,2575,circle44,Vendas,Não informado,Executivo,#58D23B,#F3405D,#B15009,#CCDD50,141,75,[0.01403172 0.01152949]
2576,Matrícula - 2576,2576,circle20,Vendas,Masculino,Liderança,#75BB2A,#F3405D,#D38644,#76042C,45,30,[-0.03780963  0.00468872]
2577,Matrícula - 2577,2577,circle41,Vendas,Feminino,Especialista,#4B42D0,#F3405D,#13B40D,#E5F393,20,18,[-0.12566158  0.21476483]
2578,Matrícula - 2578,2578,circle20,Vendas,Masculino,Analista,#75BB2A,#F3405D,#D38644,#9C4048,164,86,[ 0.02912339 -0.00759467]
2579,Matrícula - 2579,2579,circle20,Vendas,Feminino,Analista,#75BB2A,#F3405D,#13B40D,#9C4048,116,63,[-0.01440897 -0.00291709]
2580,Matrícula - 2580,2580,circle41,Vendas,Masculino,Analista,#4B42D0,#F3405D,#D38644,#9C4048,6,12,[-0.21270554  0.24273828]
2581,Matrícula - 2581,2581,circle41,Vendas,Feminino,Executivo,#4B42D0,#F3405D,#13B40D,#CCDD50,24,20,[0.04343249 0.14249511]
2584,Matrícula - 2584,2584,circle20,Vendas,Feminino,Especialista,#75BB2A,#F3405D,#13B40D,#E5F393,15,16,[-0.09904629  0.04560411]
2585,Matrícula - 2585,2585,circle1,Vendas,Masculino,Especialista,#B6766C,#F3405D,#D38644,#E5F393,40,28,[-0.26548529  0.30760869]
2586,Matrícula - 2586,2586,circle44,Vendas,Feminino,Especialista,#58D23B,#F3405D,#13B40D,#E5F393,187,97,[0.02418339 0.0117868 ]
2587,Matrícula - 2587,2587,circle41,Vendas,Feminino,Analista,#4B42D0,#F3405D,#13B40D,#9C4048,19,18,[-0.1271269   0.20051165]
2590,Matrícula - 2590,2590,circle20,Vendas,Masculino,Especialista,#75BB2A,#F3405D,#D38644,#E5F393,197,101,[ 0.02068037 -0.01752685]
2591,Matrícula - 2591,2591,circle20,Vendas,Masculino,Especialista,#75BB2A,#F3405D,#D38644,#E5F393,96,54,[ 0.04220195 -0.02808082]
2593,Matrícula - 2593,2593,circle20,Vendas,Masculino,Especialista,#75BB2A,#F3405D,#D38644,#E5F393,185,96,[0.03100657 0.01352587]
2595,Matrícula - 2595,2595,circle32,Vendas,Feminino,Liderança,#721B8C,#F3405D,#13B40D,#76042C,3,10,[-0.35748881  0.33433747]
2596,Matrícula - 2596,2596,no_circle,Vendas,Masculino,Especialista,#FC18FE,#F3405D,#D38644,#E5F393,1,10,[ 0.25113195 -0.18384345]
2599,Matrícula - 2599,2599,circle40,Vendas,Masculino,Analista,#DAB642,#F3405D,#D38644,#9C4048,14,16,[0.0586203  0.26307067]
2600,Matrícula - 2600,2600,circle20,Vendas,Masculino,Especialista,#75BB2A,#F3405D,#D38644,#E5F393,182,94,[0.03713522 0.00956633]
2601,Matrícula - 2601,2601,circle20,Vendas,Masculino,Analista,#75BB2A,#F3405D,#D38644,#9C4048,190,98,[ 0.0309807  -0.00828904]
2602,Matrícula - 2602,2602,circle20,Vendas,Feminino,Liderança,#75BB2A,#F3405D,#13B40D,#76042C,198,102,[0.02073507 0.00778659]
2603,Matrícula - 2603,2603,circle41,Vendas,Feminino,Executivo,#4B42D0,#F3405D,#13B40D,#CCDD50,68,41,[0.04041711 0.27215889]
2604,Matrícula - 2604,2604,circle20,Vendas,Feminino,Liderança,#75BB2A,#F3405D,#13B40D,#76042C,196,101,[0.01714237 0.01791123]
2606,Matrícula - 2606,2606,circle20,Vendas,Feminino,Analista,#75BB2A,#F3405D,#13B40D,#9C4048,75,44,[-0.02165764 -0.00734235]
2607,Matrícula - 2607,2607,circle20,Vendas,Feminino,Especialista,#75BB2A,#F3405D,#13B40D,#E5F393,195,101,[0.02576815 0.00557269]
2610,Matrícula - 2610,2610,circle41,Vendas,Masculino,Analista,#4B42D0,#F3405D,#D38644,#9C4048,51,33,[0.00734252 0.28620014]
2611,Matrícula - 2611,2611,circle20,Vendas,Masculino,Especialista,#75BB2A,#F3405D,#D38644,#E5F393,207,106,[0.01544085 0.00241123]
2612,Matrícula - 2612,2612,circle41,Vendas,Masculino,Executivo,#4B42D0,#F3405D,#D38644,#CCDD50,28,22,[-0.0165663  0.3215197]
2613,Matrícula - 2613,2613,circle20,Vendas,Masculino,Liderança,#75BB2A,#F3405D,#D38644,#76042C,31,24,[ 0.08992913 -0.04924473]
2614,Matrícula - 2614,2614,circle41,Vendas,Feminino,Especialista,#4B42D0,#F3405D,#13B40D,#E5F393,17,17,[0.07269434 0.24127203]
2615,Matrícula - 2615,2615,circle20,Vendas,Não informado,Especialista,#75BB2A,#F3405D,#B15009,#E5F393,185,96,[ 0.00205882 -0.0168133 ]
2618,Matrícula - 2618,2618,circle41,Vendas,Masculino,Executivo,#4B42D0,#F3405D,#D38644,#CCDD50,23,20,[0.00772075 0.23117627]
2619,Matrícula - 2619,2619,circle44,Vendas,Masculino,Analista,#58D23B,#F3405D,#D38644,#9C4048,164,86,[0.00723639 0.00838886]
2620,Matrícula - 2620,2620,circle1,Vendas,Feminino,Liderança,#B6766C,#F3405D,#13B40D,#76042C,55,35,[-0.24398997  0.31777143]
2621,Matrícula - 2621,2621,circle16,Vendas,Masculino,Especialista,#FE57B2,#F3405D,#D38644,#E5F393,6,12,[-0.09684473 -0.00333238]
2622,Matrícula - 2622,2622,circle27,Vendas,Feminino,Especialista,#F0DCB5,#F3405D,#13B40D,#E5F393,21,19,[-0.18383989  0.23331535]
2623,Matrícula - 2623,2623,circle20,Vendas,Feminino,Especialista,#75BB2A,#F3405D,#13B40D,#E5F393,130,70,[0.01372661 0.01232511]
2624,Matrícula - 2624,2624,circle20,Vendas,Feminino,Analista,#75BB2A,#F3405D,#13B40D,#9C4048,188,97,[0.01522772 0.03349603]
2625,Matrícula - 2625,2625,circle20,Vendas,Não informado,Analista,#75BB2A,#F3405D,#B15009,#9C4048,186,96,[0.03223052 0.01380774]
2626,Matrícula - 2626,2626,circle1,Vendas,Não informado,Executivo,#B6766C,#F3405D,#B15009,#CCDD50,34,25,[-0.2609812   0.32733548]
2627,Matrícula - 2627,2627,circle1,Vendas,Masculino,Especialista,#B6766C,#F3405D,#D38644,#E5F393,41,28,[-0.24845043  0.32734039]
2628,Matrícula - 2628,2628,circle41,Vendas,Não informado,Analista,#4B42D0,#F3405D,#B15009,#9C4048,28,22,[-0.07356154  0.20982286]
2630,Matrícula - 2630,2630,circle20,Vendas,Feminino,Especialista,#75BB2A,#F3405D,#13B40D,#E5F393,173,90,[0.03552777 0.0150056 ]
2631,Matrícula - 2631,2631,circle20,Vendas,Masculino,Especialista,#75BB2A,#F3405D,#D38644,#E5F393,116,63,[-0.01228153 -0.00131424]
2632,Matrícula - 2632,2632,circle41,Vendas,Masculino,Analista,#4B42D0,#F3405D,#D38644,#9C4048,7,12,[0.18069664 0.22879997]
2633,Matrícula - 2633,2633,circle1,Vendas,Masculino,Analista,#B6766C,#F3405D,#D38644,#9C4048,41,28,[-0.26423773  0.33023015]
2634,Matrícula - 2634,2634,circle41,Vendas,Masculino,Especialista,#4B42D0,#F3405D,#D38644,#E5F393,5,11,[0.30763018 0.1525479 ]
2637,Matrícula - 2637,2637,circle41,Vendas,Feminino,Executivo,#4B42D0,#F3405D,#13B40D,#CCDD50,35,25,[0.05011566 0.31678757]
2638,Matrícula - 2638,2638,circle20,Vendas,Masculino,Analista,#75BB2A,#F3405D,#D38644,#9C4048,166,87,[ 0.03868336 -0.00904513]
2639,Matrícula - 2639,2639,circle1,Vendas,Feminino,Executivo,#B6766C,#F3405D,#13B40D,#CCDD50,37,26,[-0.24636474  0.32419041]
2641,Matrícula - 2641,2641,circle11,Vendas,Feminino,Executivo,#1735D6,#F3405D,#13B40D,#CCDD50,19,18,[0.04515593 0.35475186]
2644,Matrícula - 2644,2644,no_circle,Vendas,Feminino,Liderança,#FC18FE,#F3405D,#13B40D,#76042C,27,22,[-0.11112998  0.26746643]
2645,Matrícula - 2645,2645,circle1,Vendas,Não informado,Especialista,#B6766C,#F3405D,#B15009,#E5F393,54,34,[-0.24414368  0.33783326]
2646,Matrícula - 2646,2646,circle20,Vendas,Masculino,Especialista,#75BB2A,#F3405D,#D38644,#E5F393,135,72,[ 0.00618796 -0.00026778]
2648,Matrícula - 2648,2648,circle1,Vendas,Feminino,Liderança,#B6766C,#F3405D,#13B40D,#76042C,48,32,[-0.25684202  0.32661146]
2650,Matrícula - 2650,2650,circle27,Vendas,Masculino,Analista,#F0DCB5,#F3405D,#D38644,#9C4048,18,17,[-0.21922557  0.35318387]
2651,Matrícula - 2651,2651,circle45,Vendas,Masculino,Liderança,#0601FA,#F3405D,#D38644,#76042C,7,12,[0.00468828 0.46073896]
2652,Matrícula - 2652,2652,circle21,Vendas,Masculino,Liderança,#054823,#F3405D,#D38644,#76042C,49,32,[0.05725579 0.24143341]
2654,Matrícula - 2654,2654,circle20,Vendas,Feminino,Executivo,#75BB2A,#F3405D,#13B40D,#CCDD50,151,80,[0.03207177 0.00790719]
2655,Matrícula - 2655,2655,circle20,Vendas,Masculino,Executivo,#75BB2A,#F3405D,#D38644,#CCDD50,168,88,[-0.00926221 -0.02361461]
2656,Matrícula - 2656,2656,circle41,Vendas,Masculino,Especialista,#4B42D0,#F3405D,#D38644,#E5F393,16,17,[-0.11574278  0.32963768]
2657,Matrícula - 2657,2657,circle1,Vendas,Masculino,Analista,#B6766C,#F3405D,#D38644,#9C4048,52,33,[-0.27430344  0.31894684]
2658,Matrícula - 2658,2658,circle1,Vendas,Masculino,Especialista,#B6766C,#F3405D,#D38644,#E5F393,36,26,[-0.26280135  0.31780925]
2659,Matrícula - 2659,2659,circle41,Vendas,Masculino,Analista,#4B42D0,#F3405D,#D38644,#9C4048,58,36,[-0.18668978  0.2614291 ]
3438,Matrícula - 3438,3438,no_circle,Engenharia,Feminino,Executivo,#FC18FE,#452781,#13B40D,#CCDD50,24,20,[-0.05707813 -0.40978214]
3439,Matrícula - 3439,3439,no_circle,Engenharia,Masculino,Especialista,#FC18FE,#452781,#D38644,#E5F393,9,13,[-0.42224211  0.034785  ]
3441,Matrícula - 3441,3441,no_circle,Engenharia,Feminino,Analista,#FC18FE,#452781,#13B40D,#9C4048,6,12,[0.06044439 0.17576244]
3442,Matrícula - 3442,3442,no_circle,Engenharia,Feminino,Analista,#FC18FE,#452781,#13B40D,#9C4048,45,30,[-0.2483317  -0.45372173]
3443,Matrícula - 3443,3443,no_circle,Engenharia,Masculino,Especialista,#FC18FE,#452781,#D38644,#E5F393,22,19,[-0.35753381 -0.39490446]
3444,Matrícula - 3444,3444,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,5,11,[-0.29333919  0.13293076]
3445,Matrícula - 3445,3445,no_circle,Engenharia,Masculino,Especialista,#FC18FE,#452781,#D38644,#E5F393,7,12,[ 0.31043714 -0.03313901]
3446,Matrícula - 3446,3446,no_circle,Engenharia,Feminino,Liderança,#FC18FE,#452781,#13B40D,#76042C,11,14,[0.07811125 0.17910069]
3447,Matrícula - 3447,3447,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,6,12,[0.11622243 0.15958004]
3448,Matrícula - 3448,3448,no_circle,Engenharia,Masculino,Especialista,#FC18FE,#452781,#D38644,#E5F393,47,31,[ 0.00440729 -0.37825891]
3449,Matrícula - 3449,3449,no_circle,Engenharia,Feminino,Analista,#FC18FE,#452781,#13B40D,#9C4048,45,30,[-0.01676578 -0.4144657 ]
3450,Matrícula - 3450,3450,no_circle,Engenharia,Masculino,Analista,#FC18FE,#452781,#D38644,#9C4048,18,17,[-0.02586649 -0.3521727 ]
3451,Matrícula - 3451,3451,no_circle,Engenharia,Feminino,Liderança,#FC18FE,#452781,#13B40D,#76042C,1,10,[ 0.29830363 -0.24812837]
3452,Matrícula - 3452,3452,no_circle,Engenharia,Feminino,Analista,#FC18FE,#452781,#13B40D,#9C4048,16,17,[ 0.02807342 -0.38664585]
3453,Matrícula - 3453,3453,no_circle,Engenharia,Feminino,Analista,#FC18FE,#452781,#13B40D,#9C4048,1,10,[-0.41380203 -0.46894091]
3455,Matrícula - 3455,3455,no_circle,Engenharia,Feminino,Analista,#FC18FE,#452781,#13B40D,#9C4048,38,27,[-0.22407337 -0.48891249]
3457,Matrícula - 3457,3457,no_circle,Engenharia,Feminino,Executivo,#FC18FE,#452781,#13B40D,#CCDD50,6,12,[ 0.11475684 -0.3635768 ]
3458,Matrícula - 3458,3458,no_circle,Engenharia,Masculino,Liderança,#FC18FE,#452781,#D38644,#76042C,20,18,[-0.44320416 -0.34879002]
3459,Matrícula - 3459,3459,no_circle,Engenharia,Masculino,Analista,#FC18FE,#452781,#D38644,#9C4048,15,16,[-0.3707951 -0.2883704]
3460,Matrícula - 3460,3460,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,28,22,[-0.36644098 -0.40279791]
3461,Matrícula - 3461,3461,no_circle,Engenharia,Masculino,Executivo,#FC18FE,#452781,#D38644,#CCDD50,8,13,[ 0.09831503 -0.39791596]
3462,Matrícula - 3462,3462,no_circle,Engenharia,Não informado,Liderança,#FC18FE,#452781,#B15009,#76042C,20,18,[ 0.05069113 -0.35797763]
3463,Matrícula - 3463,3463,no_circle,Engenharia,Masculino,Liderança,#FC18FE,#452781,#D38644,#76042C,24,20,[-0.3795206  -0.30829233]
3464,Matrícula - 3464,3464,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,31,24,[-0.33296993 -0.39358306]
3465,Matrícula - 3465,3465,no_circle,Engenharia,Feminino,Analista,#FC18FE,#452781,#13B40D,#9C4048,16,17,[-0.43287227 -0.27634284]
3466,Matrícula - 3466,3466,no_circle,Engenharia,Feminino,Liderança,#FC18FE,#452781,#13B40D,#76042C,26,21,[-0.37907833 -0.40499458]
3467,Matrícula - 3467,3467,no_circle,Engenharia,Não informado,Executivo,#FC18FE,#452781,#B15009,#CCDD50,3,10,[ 0.07756647 -0.46273941]
3468,Matrícula - 3468,3468,no_circle,Engenharia,Feminino,Executivo,#FC18FE,#452781,#13B40D,#CCDD50,29,23,[-0.39900994 -0.39371532]
3469,Matrícula - 3469,3469,no_circle,Engenharia,Masculino,Especialista,#FC18FE,#452781,#D38644,#E5F393,28,22,[-0.31630656 -0.37316418]
3470,Matrícula - 3470,3470,circle15,Engenharia,Feminino,Especialista,#60DF20,#452781,#13B40D,#E5F393,16,17,[-0.22289728 -0.52348119]
3471,Matrícula - 3471,3471,no_circle,Engenharia,Masculino,Liderança,#FC18FE,#452781,#D38644,#76042C,25,21,[-0.02662477 -0.43950659]
3472,Matrícula - 3472,3472,no_circle,Engenharia,Feminino,Analista,#FC18FE,#452781,#13B40D,#9C4048,15,16,[-0.21320842 -0.51883656]
3473,Matrícula - 3473,3473,no_circle,People,Masculino,Analista,#FC18FE,#0CF2DE,#D38644,#9C4048,17,17,[0.3063592  0.00775836]
3474,Matrícula - 3474,3474,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,18,17,[-0.29703149 -0.41167945]
3475,Matrícula - 3475,3475,no_circle,Engenharia,Feminino,Liderança,#FC18FE,#452781,#13B40D,#76042C,32,24,[-0.00575315 -0.40133297]
3476,Matrícula - 3476,3476,circle11,Engenharia,Feminino,Analista,#1735D6,#452781,#13B40D,#9C4048,15,16,[-0.3690677  -0.33522269]
3477,Matrícula - 3477,3477,circle31,Engenharia,Feminino,Especialista,#0D5704,#452781,#13B40D,#E5F393,6,12,[-0.2499859  -0.35427183]
3478,Matrícula - 3478,3478,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,17,17,[-0.10175699 -0.54825944]
3479,Matrícula - 3479,3479,no_circle,People,Feminino,Liderança,#FC18FE,#0CF2DE,#13B40D,#76042C,15,16,[ 0.17491902 -0.35194802]
3480,Matrícula - 3480,3480,no_circle,Engenharia,Feminino,Analista,#FC18FE,#452781,#13B40D,#9C4048,25,21,[-0.0942543  -0.35561568]
3481,Matrícula - 3481,3481,no_circle,People,Masculino,Liderança,#FC18FE,#0CF2DE,#D38644,#76042C,14,16,[ 0.163986   -0.36972025]
3482,Matrícula - 3482,3482,circle15,Engenharia,Masculino,Analista,#60DF20,#452781,#D38644,#9C4048,13,15,[-0.20687848 -0.49841249]
3483,Matrícula - 3483,3483,no_circle,Engenharia,Masculino,Analista,#FC18FE,#452781,#D38644,#9C4048,13,15,[-0.42529759 -0.41797301]
3484,Matrícula - 3484,3484,no_circle,Engenharia,Masculino,Especialista,#FC18FE,#452781,#D38644,#E5F393,15,16,[-0.08875561 -0.44398147]
3485,Matrícula - 3485,3485,no_circle,Engenharia,Masculino,Analista,#FC18FE,#452781,#D38644,#9C4048,19,18,[-0.03561701 -0.36576295]
3486,Matrícula - 3486,3486,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,30,23,[-0.40482673 -0.34557593]
3488,Matrícula - 3488,3488,circle3,Engenharia,Feminino,Executivo,#96E6BF,#452781,#13B40D,#CCDD50,47,31,[ 0.01972699 -0.29657957]
3489,Matrícula - 3489,3489,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,5,11,[-0.45877212 -0.19172499]
3490,Matrícula - 3490,3490,no_circle,Engenharia,Feminino,Liderança,#FC18FE,#452781,#13B40D,#76042C,15,16,[0.04872342 0.15689005]
3491,Matrícula - 3491,3491,no_circle,Engenharia,Masculino,Analista,#FC18FE,#452781,#D38644,#9C4048,23,20,[ 0.0087318  -0.40623453]
3492,Matrícula - 3492,3492,no_circle,Engenharia,Feminino,Analista,#FC18FE,#452781,#13B40D,#9C4048,9,13,[-0.08890866 -0.4393774 ]
3493,Matrícula - 3493,3493,no_circle,Engenharia,Masculino,Liderança,#FC18FE,#452781,#D38644,#76042C,19,18,[-0.43998393 -0.32771212]
3494,Matrícula - 3494,3494,circle14,Engenharia,Feminino,Liderança,#D5C312,#452781,#13B40D,#76042C,4,11,[-0.46456727 -0.36177891]
3496,Matrícula - 3496,3496,no_circle,Engenharia,Masculino,Executivo,#FC18FE,#452781,#D38644,#CCDD50,19,18,[-0.13975672 -0.37876922]
3497,Matrícula - 3497,3497,no_circle,Engenharia,Masculino,Especialista,#FC18FE,#452781,#D38644,#E5F393,24,20,[ 0.00374257 -0.36513892]
3498,Matrícula - 3498,3498,no_circle,Engenharia,Não informado,Analista,#FC18FE,#452781,#B15009,#9C4048,18,17,[-0.27445474 -0.48945233]
3499,Matrícula - 3499,3499,no_circle,Engenharia,Não informado,Analista,#FC18FE,#452781,#B15009,#9C4048,21,19,[-0.39638481 -0.38850942]
3500,Matrícula - 3500,3500,no_circle,Engenharia,Masculino,Especialista,#FC18FE,#452781,#D38644,#E5F393,20,18,[-0.13230579 -0.54138327]
3502,Matrícula - 3502,3502,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,8,13,[0.00726709 0.06353661]
3503,Matrícula - 3503,3503,no_circle,Engenharia,Feminino,Liderança,#FC18FE,#452781,#13B40D,#76042C,13,15,[-0.02901995 -0.43385804]
3504,Matrícula - 3504,3504,no_circle,Engenharia,Masculino,Analista,#FC18FE,#452781,#D38644,#9C4048,8,13,[-0.2473679  -0.42874947]
3505,Matrícula - 3505,3505,no_circle,Engenharia,Masculino,Especialista,#FC18FE,#452781,#D38644,#E5F393,25,21,[-0.17951384 -0.47279185]
3506,Matrícula - 3506,3506,circle18,Engenharia,Feminino,Analista,#C63FF8,#452781,#13B40D,#9C4048,48,32,[-0.41404843 -0.34624103]
3507,Matrícula - 3507,3507,no_circle,Engenharia,Feminino,Analista,#FC18FE,#452781,#13B40D,#9C4048,9,13,[-0.43096337 -0.4294143 ]
3508,Matrícula - 3508,3508,no_circle,Engenharia,Masculino,Especialista,#FC18FE,#452781,#D38644,#E5F393,24,20,[-0.1998391  -0.50842589]
3509,Matrícula - 3509,3509,no_circle,Engenharia,Feminino,Executivo,#FC18FE,#452781,#13B40D,#CCDD50,22,19,[-0.43256062 -0.3479186 ]
3510,Matrícula - 3510,3510,no_circle,Engenharia,Feminino,Liderança,#FC18FE,#452781,#13B40D,#76042C,20,18,[-0.33061984 -0.39850798]
3511,Matrícula - 3511,3511,no_circle,Engenharia,Feminino,Executivo,#FC18FE,#452781,#13B40D,#CCDD50,22,19,[-0.39109114 -0.3117868 ]
3512,Matrícula - 3512,3512,no_circle,Engenharia,Não informado,Especialista,#FC18FE,#452781,#B15009,#E5F393,13,15,[-0.02421836 -0.44749063]
3513,Matrícula - 3513,3513,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,6,12,[-0.39574152  0.07847358]
3514,Matrícula - 3514,3514,no_circle,Engenharia,Feminino,Analista,#FC18FE,#452781,#13B40D,#9C4048,41,28,[ 0.00206178 -0.33618775]
3515,Matrícula - 3515,3515,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,11,14,[-0.39947325 -0.29827046]
3516,Matrícula - 3516,3516,no_circle,People,Masculino,Executivo,#FC18FE,#0CF2DE,#D38644,#CCDD50,14,16,[ 0.16738071 -0.36278319]
3518,Matrícula - 3518,3518,circle27,Engenharia,Masculino,Executivo,#F0DCB5,#452781,#D38644,#CCDD50,33,25,[ 0.01484981 -0.29203597]
3519,Matrícula - 3519,3519,no_circle,Engenharia,Feminino,Analista,#FC18FE,#452781,#13B40D,#9C4048,17,17,[-0.41612256 -0.29572943]
3520,Matrícula - 3520,3520,no_circle,Engenharia,Masculino,Analista,#FC18FE,#452781,#D38644,#9C4048,10,14,[-0.09119781 -0.47143501]
3521,Matrícula - 3521,3521,circle15,Engenharia,Feminino,Especialista,#60DF20,#452781,#13B40D,#E5F393,58,36,[-0.15493056 -0.41945541]
3522,Matrícula - 3522,3522,no_circle,Engenharia,Masculino,Executivo,#FC18FE,#452781,#D38644,#CCDD50,9,13,[-0.11116523 -0.48956481]
3523,Matrícula - 3523,3523,no_circle,People,Masculino,Executivo,#FC18FE,#0CF2DE,#D38644,#CCDD50,14,16,[ 0.17292577 -0.35434461]
3524,Matrícula - 3524,3524,no_circle,Engenharia,Feminino,Executivo,#FC18FE,#452781,#13B40D,#CCDD50,16,17,[-0.40028182 -0.42436394]
3526,Matrícula - 3526,3526,no_circle,Engenharia,Feminino,Liderança,#FC18FE,#452781,#13B40D,#76042C,30,23,[-0.14474097 -0.44405121]
3527,Matrícula - 3527,3527,no_circle,Engenharia,Masculino,Especialista,#FC18FE,#452781,#D38644,#E5F393,23,20,[ 0.02724755 -0.35955274]
3528,Matrícula - 3528,3528,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,36,26,[ 0.01010047 -0.29844713]
3529,Matrícula - 3529,3529,no_circle,Engenharia,Masculino,Analista,#FC18FE,#452781,#D38644,#9C4048,35,25,[-0.36202869 -0.37572068]
3530,Matrícula - 3530,3530,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,8,13,[-0.31450495 -0.41783413]
3531,Matrícula - 3531,3531,no_circle,Engenharia,Não informado,Especialista,#FC18FE,#452781,#B15009,#E5F393,9,13,[-0.00740051  0.13475934]
3532,Matrícula - 3532,3532,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,15,16,[-0.35716677 -0.44023386]
3533,Matrícula - 3533,3533,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,15,16,[ 0.01921259 -0.43446353]
3534,Matrícula - 3534,3534,circle14,Engenharia,Feminino,Especialista,#D5C312,#452781,#13B40D,#E5F393,23,20,[-0.39479324 -0.38601711]
3535,Matrícula - 3535,3535,no_circle,Engenharia,Não informado,Executivo,#FC18FE,#452781,#B15009,#CCDD50,19,18,[-0.40545061 -0.4122493 ]
3536,Matrícula - 3536,3536,no_circle,Engenharia,Masculino,Analista,#FC18FE,#452781,#D38644,#9C4048,11,14,[-0.14716931  0.11552449]
3537,Matrícula - 3537,3537,no_circle,Engenharia,Masculino,Liderança,#FC18FE,#452781,#D38644,#76042C,4,11,[-0.06875508 -0.5433929 ]
3538,Matrícula - 3538,3538,no_circle,People,Masculino,Liderança,#FC18FE,#0CF2DE,#D38644,#76042C,20,18,[0.27370274 0.03959201]
3539,Matrícula - 3539,3539,circle14,Engenharia,Masculino,Liderança,#D5C312,#452781,#D38644,#76042C,10,14,[-0.43034619 -0.29314458]
3541,Matrícula - 3541,3541,no_circle,People,Masculino,Especialista,#FC18FE,#0CF2DE,#D38644,#E5F393,12,15,[0.30117527 0.00379175]
3542,Matrícula - 3542,3542,no_circle,Engenharia,Masculino,Analista,#FC18FE,#452781,#D38644,#9C4048,33,25,[ 0.04811024 -0.32112136]
3543,Matrícula - 3543,3543,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,10,14,[-0.08986483 -0.39007115]
3544,Matrícula - 3544,3544,circle25,Engenharia,Masculino,Liderança,#370A01,#452781,#D38644,#76042C,5,11,[-0.28118977 -0.44192594]
3545,Matrícula - 3545,3545,no_circle,Engenharia,Masculino,Especialista,#FC18FE,#452781,#D38644,#E5F393,83,48,[ 0.00078695 -0.3245658 ]
3546,Matrícula - 3546,3546,no_circle,Engenharia,Masculino,Especialista,#FC18FE,#452781,#D38644,#E5F393,16,17,[0.0909496  0.14208354]
3547,Matrícula - 3547,3547,no_circle,Engenharia,Feminino,Executivo,#FC18FE,#452781,#13B40D,#CCDD50,13,15,[ 0.00611286 -0.37166163]
3548,Matrícula - 3548,3548,circle25,Engenharia,Feminino,Especialista,#370A01,#452781,#13B40D,#E5F393,8,13,[ 0.16631091 -0.2908192 ]
3549,Matrícula - 3549,3549,no_circle,Engenharia,Feminino,Especialista,#FC18FE,#452781,#13B40D,#E5F393,15,16,[-0.05011528  0.11173654]
3551,Matrícula - 3551,3551,circle14,Engenharia,Feminino,Analista,#D5C312,#452781,#13B40D,#9C4048,9,13,[-0.2633636  -0.37695986]
3552,Matrícula - 3552,3552,no_circle,Engenharia,Não informado,Executivo,#FC18FE,#452781,#B15009,#CCDD50,7,12,[ 0.01787132 -0.45623162]
3553,Matrícula - 3553,3553,circle22,Engenharia,Masculino,Liderança,#D317C4,#452781,#D38644,#76042C,33,25,[-0.21377781 -0.45896947]
